density,vacancy_content,melting_temperature,heat_conductivity,band_gap,crystallinity_index,thermal_expansion_coeff,young_modulus,hardness,lattice_parameter,label
4.9963209507789,0.03936355202774421,1747.2816369333968,25.48384194272362,2.0,0.09237083927589662,6.417631226884523e-05,324.22668394417417,6.679328782883913,5.309526841134625,non-conductive
9.60571445127933,0.04734356593750214,1665.8241924628064,37.59059185311712,0.5,0.060753729588020056,4.646995289988512e-05,67.50656049339388,,8.717168933596337,non-conductive
7.855951534491241,0.08545473932021803,1352.3078250057201,28.570672252160325,1.0,0.604191950743664,9.648535396153015e-05,325.51715339453057,3.4008252744721035,9.960637715534702,non-conductive
6.789267873576293,0.03400043860598922,2214.533340202976,5.081826572478024,2.0,0.9661163224927548,2.2678866647439582e-05,,4.432751435437514,8.88533076478932,non-conductive
3.248149123539492,0.08696496848121714,1953.2483210172577,10.093431602394215,1.5,0.502721308954724,5.9197785183895125e-05,369.65490733343626,,5.4230004850400455,non-conductive
3.247956162689621,0.00881344309766915,2731.4019846480073,,2.0,0.05151522593930513,7.032079148403205e-05,225.53494096141876,5.602974375000337,7.978766753890037,non-conductive
2.4646688973455957,0.07767984372086308,1064.2191609641166,13.6353484285974,2.0,0.22121865607745617,8.273088444519279e-05,426.9634212058334,5.8537405503063935,6.737464128937513,non-conductive
8.92940916619948,0.08475476330547364,2287.7358551102525,28.70476620557471,0.5,0.24479290641577067,4.12901320123727e-05,474.13816036930876,9.658610564263183,8.505624487183859,non-conductive
6.80892009394567,0.018181765283733876,2525.8977570231223,25.69432321144428,2.0,0.33785712913695,6.900526885809068e-05,237.69965365952405,10.681890625694784,4.071681762523692,non-conductive
7.664580622368364,0.04303465323722005,2518.973138376614,10.954841879846237,1.0,0.04360338358621263,3.1016945667044e-05,257.24988296318577,6.868704954400763,7.466942148521327,non-conductive
2.1646759543664196,0.01654997746636556,2772.14793419105,4.3101873293286666,1.5,0.9048927004979163,4.411213314382021e-05,315.5664114557826,18.238631978493835,8.415667413392143,non-conductive
9.759278817295954,0.07066041289942178,2458.067485658988,9.400178019261185,0.0,0.5155639447214952,8.966708598913653e-05,138.70972483612275,11.509654743440137,8.32861934784648,conductive
8.659541126403374,0.053534776806165675,2855.6201232953927,49.23468431831156,0.5,0.6709307929541091,9.504085332376448e-05,467.2997783727626,15.962061632634729,9.74515103922647,non-conductive
3.6987128854262092,0.06353233467083211,1665.3131996417828,23.958800539782143,1.0,0.06717283689500897,7.216291734579921e-05,244.84996692561768,18.560518815996023,3.4088796654902405,non-conductive
3.454599737656805,0.019648696695621116,2006.4188335030863,43.49992973040351,1.0,0.0541154678036494,3.8060837186842317e-05,125.06915116220328,4.099567176940299,5.420455583646034,non-conductive
3.4672360788274705,0.021174586205241954,1028.1593265657814,42.58887086677332,2.0,0.5864677720405472,8.218572120749174e-05,393.2293250384978,9.129615190597056,6.335875072540071,non-conductive
4.433937943676302,0.004149732550990637,1013.9151746065825,26.06445831568081,2.0,0.887296010504208,3.560841090816598e-06,148.61811759979332,9.230997632577568,5.168344698744568,non-conductive
6.198051453057903,0.03220675351957297,1480.2532409030398,35.62769771456663,2.0,0.528482000959547,1.1171845143402687e-05,114.58817378233474,7.7349727583287295,5.168526595707296,non-conductive
5.455560149136926,0.0559744661333675,1201.6143942781705,10.444848510222903,1.5,0.8778191725700715,6.647599990116075e-05,303.29243397230323,1.1692114644811589,4.232900246829485,non-conductive
4.329833121584335,0.08579349139973289,1520.4227358715073,34.731438541418505,1.0,0.8109912730552393,2.983360895173569e-05,352.17286488121584,16.503470047783807,,non-conductive
6.894823157779036,0.06669274474586807,1354.0865890567948,14.346844383901185,1.0,,9.51872356216473e-05,306.3032332992123,3.1196271095241532,9.356483310691797,non-conductive
,0.04353963233997515,1057.0400496772966,41.77104274095339,1.0,0.2019574743856899,4.417000059713817e-05,345.42979202631346,19.91413136051342,3.576291517002254,non-conductive
4.337157188281745,0.09531201143941379,2818.6082928120986,5.102482522336586,1.0,0.6577106691553425,4.3507117218528526e-05,101.98580553848501,15.68621134631245,4.0842923823080906,non-conductive
4.930894746349534,0.0719245200575832,1016.4462627777831,38.8837949713786,2.0,0.44350138255004157,6.812987150890219e-05,264.2081170478483,12.020190334523775,4.599170999102972,non-conductive
5.648559873736287,0.09301652028625501,2472.164288674171,5.896908421862357,1.5,0.29069981364692055,7.698928766831277e-05,210.65838983984355,3.9375219370903514,6.562912386979184,non-conductive
8.281407691144109,0.05275879732721657,1304.295773839033,44.178272607821135,1.0,0.4186338560479791,4.8080315074388516e-05,488.0158773080548,10.792466456471693,8.53820423310677,non-conductive
3.597390257266878,0.02589042747931396,2824.4592439992,15.906021388615182,0.5,0.44519964627063435,2.2186089269460694e-05,72.33077038076034,5.961066076298369,3.5001886733546517,non-conductive
6.113875507308893,0.005282668636472199,2785.5918791797712,33.06527487669816,0.0,0.9105522508215965,7.755755562983654e-05,184.23239137696538,5.79412796631832,7.457690899609,conductive
6.73931655089634,0.07260848514838505,2307.8022927385146,24.887611652393712,1.0,0.10345828370495302,3.271477621248913e-05,473.8379873412749,16.761055738267224,4.045348193892938,non-conductive
2.371603301759982,0.012130299800553412,2344.46829960121,18.94885411785461,0.5,0.279730746807615,1.8335966160091906e-05,492.5732824329483,8.232244055229259,9.800199475133857,non-conductive
6.860358815211507,0.03027751282719672,1010.6782839393771,32.62664982599132,2.0,0.5375648165827139,6.353237880257632e-05,421.2057234772101,9.563752264425277,9.291414015962193,non-conductive
3.3641929894983322,0.05324709078838974,2969.743132227204,47.42862604701066,0.5,0.6982869266305917,9.95491303204469e-06,84.1992098073842,17.01633001782225,9.647079942620262,non-conductive
2.520412743882236,0.056441658777974774,2755.6652071516287,3.022217621356471,2.0,0.6306372889592436,9.716391483351945e-05,302.60976275459313,2.6680218886580085,3.7431471430789562,non-conductive
9.591084298026665,0.06005831969871361,2790.2124514601837,46.02378993827211,1.0,0.9416427377373945,6.360732917680156e-05,230.05534670171022,12.297739208729942,6.416254679979343,non-conductive
9.725056264596475,0.016625533034970063,2318.489074101744,30.845001096029662,0.0,0.7956089248194732,9.860365657125383e-05,412.9036554629307,11.986097946087718,4.156725968988627,conductive
8.46717878493169,0.037973740482164876,1689.573857309073,40.55840073768356,2.0,0.5570768419744303,3.455044892438497e-05,74.76090600709998,9.079076816066829,7.202488855482164,non-conductive
4.4369101533869655,0.06171942271169667,2787.2972981809617,19.8098727182796,1.5,0.2146826916735075,9.71493109578494e-05,138.70793824011594,16.765718187057765,4.629173788633048,non-conductive
2.781376912051071,0.09698188646337848,1583.0338563023847,24.12030576704307,1.0,0.4508742314022398,1.5410662525133736e-05,270.13777980018324,18.91491116537816,8.394416883582796,non-conductive
7.473864212097255,0.07276311376996887,2125.4230866844055,43.57368683825704,2.0,0.6933822441944774,5.028782462355817e-06,120.94144832652212,9.841381376358605,7.508018204547675,non-conductive
5.52121994991681,0.09226037570939578,1199.4619446877648,21.32755052068133,0.0,0.8379621748360849,4.265421985005653e-06,361.7218142124342,9.666793968969595,7.001232160010881,conductive
2.9763058787582306,0.07622120583141771,2843.9112602655005,27.198318770705164,1.0,0.9597362244223874,4.702216668932348e-05,419.3452495129092,10.53921086374415,8.77659010575731,non-conductive
5.9614152808901615,0.059171696889240046,1281.5409155424268,1.9895512311323125,2.0,0.6054527661379177,9.217415550380884e-06,367.03395213243954,14.739356585828169,6.501911215844642,non-conductive
2.275108168921747,0.019202336913634457,1449.7936114608146,8.771302286064072,2.0,0.5269193673044325,5.170462053259257e-05,248.12767113799205,13.693145523280284,4.888962182419792,non-conductive
9.274563216630256,0.06666856518925131,2116.26831625643,32.44263889076519,1.0,0.017691923121148312,3.342254984738115e-05,445.2744498136908,5.233864034930854,7.344938477600617,non-conductive
4.070239852800135,0.06233795659599071,2528.1860004259634,36.13186815212998,0.0,0.07209906915017994,3.4227270254937444e-05,111.95875927397377,2.214011623387523,9.699438425384642,conductive
7.300178274831856,0.06024691704572665,2238.702611872598,29.547445902440472,2.0,0.15610499763740027,6.392529065797181e-05,167.152362754554,19.035828466518996,7.20811554340944,non-conductive
4.493688608715288,0.04897858679882408,1464.2678256003123,8.022191777504922,1.0,,1.71467026090104e-05,270.2928583635365,5.960325434940382,7.407336143276015,non-conductive
6.1605441694224865,0.052865660398927566,1001.8860850549806,22.824866000313907,0.5,0.40086323880492647,7.688878366363338e-05,77.60236949566338,13.133337009121243,9.54325476881765,non-conductive
6.373682234746237,0.03344425271181041,2514.3011606148784,18.399643551796302,1.5,0.33687854513887217,5.8621061058084844e-05,93.05860170494628,16.740322052130725,6.606925702154214,non-conductive
3.4788356442042163,0.05193126926423032,2970.4146518221874,25.287405857719328,2.0,0.6373541578683929,9.157951825590359e-05,228.84951727506746,6.70525826039654,9.974502232003548,non-conductive
9.756677022116468,0.019755590567847828,2619.8262406121808,43.646122693150616,0.0,0.5356651079334027,3.711922472298482e-05,474.7488335305493,13.073234859481646,4.117634304731528,conductive
8.201062586888916,0.08051743973603769,1920.4132363132308,39.01721049427394,2.0,0.5959707593878597,9.828878421464543e-05,458.7861619746501,3.0501045818352734,6.759278901086241,non-conductive
9.515991532513514,0.018577695469870783,2807.5345227982134,5.115485568068788,1.5,0.4719772029376541,5.8006937024688296e-05,259.688686225285,19.428697443137555,4.49030588710067,non-conductive
9.158618803421192,0.008496628988946642,1819.6953462367,44.62515069095365,1.5,0.27773714855425713,9.736679366256585e-05,113.97134502982853,2.1050072259618915,6.173284578384848,non-conductive
6.783199830488681,0.04362460263571574,2049.8681684869352,24.116590406341356,,0.952825314946477,3.679004750664418e-06,130.148445181296,9.32531880297855,4.1940173665123766,non-conductive
9.374993880184935,0.06583074395060619,1954.2595347913666,37.44924509941392,2.0,0.08640915976013896,7.306965591882642e-05,219.89572457410728,11.199565599140442,4.557701400680642,non-conductive
2.707940016415356,0.04377168249335414,1895.2477453310498,7.861922331953255,1.0,0.9388909994653072,8.18455309049809e-05,144.53338778905163,16.019153794603916,4.475600347425845,non-conductive
3.5678628993531616,0.027675413195130862,2550.3815385878115,33.865256759645355,0.5,,6.26415538097227e-06,87.33901747567002,3.3014418243760035,5.240219373168055,non-conductive
2.3618183112843045,0.055817118389044074,2053.537814538984,12.579974862863438,2.0,0.5126614453672974,5.831799673760833e-05,353.1998675839987,9.375351503248355,3.942235241631855,non-conductive
4.602642646106115,0.034700233541219996,1633.434244050432,22.480663959905645,,0.10884232282754613,8.039228706535539e-05,311.6518870067127,6.694519821325595,8.665395224825113,non-conductive
5.109418317515856,0.0932867690126633,1516.3163353169566,1.826280634023116,1.5,0.07093106837100926,5.65428337970842e-05,181.08354109013828,6.928203598173461,4.544729181045495,non-conductive
4.170792254191167,0.09226451396035722,1075.4946339348667,8.428921258593325,1.5,0.4295454487186029,7.317545450141197e-06,400.52677214853685,15.796970405239767,5.915982966003625,non-conductive
8.629900073215435,0.05023718199720955,2166.390323766092,5.511944163057368,2.0,0.7416973763796781,6.965127684893283e-05,399.17699946762554,1.1037579556048298,3.11239996761017,non-conductive
4.854026613548714,0.03278839940182585,1459.9228308020683,12.747464473974665,2.0,0.26936477754854893,6.999094552657555e-06,270.9508865957428,15.23258918538336,3.734170802972475,non-conductive
4.247476077499046,0.07371324139566392,1296.267844032766,5.900886411191792,2.0,0.5623478889353201,8.192942060662742e-05,93.43964998035224,16.397570172339016,9.27390330289276,non-conductive
6.341568665265988,0.003671294348306664,2307.659927655355,34.903591304358535,1.5,0.27865034052281834,5.260384147362745e-06,463.3112300456109,18.12588263299931,8.860121426883119,non-conductive
3.127393799798101,0.04747690060436513,2362.4185156430976,2.422955208251749,1.0,0.3886130608930408,1.4602340720026711e-05,350.8972355934371,12.910754261379186,8.886457167186363,non-conductive
8.417575846032317,0.03363233942703336,2504.309784515332,31.2692845306249,2.0,0.9064463184738247,2.8235651461803583e-05,161.17286861837792,7.335651237172583,5.879473920783999,non-conductive
2.5964051494381666,0.09205358851025547,2007.153792677183,7.894683710453139,1.5,0.8558396254949195,6.37031144338192e-05,324.704546165402,9.117459918428542,3.9907155919616493,non-conductive
9.895095492804138,0.0012003027272682544,2788.1092104077734,47.312911401716946,1.5,0.5160175434176298,9.76595508634993e-05,232.2596731224336,19.424985563461156,3.7552616504602128,non-conductive
8.17795815437326,0.05528148757183491,2872.6855067964557,46.72160958238286,1.5,0.23810562747207875,1.2664462409373508e-05,335.9073378811811,17.74254970228119,7.239219073605008,non-conductive
3.5897254522733792,0.07406635810666261,2614.741879584979,12.049652023527168,0.5,0.19318391273302282,1.5128059252177925e-05,263.24190307895935,9.8069922728894,8.797352784360406,non-conductive
2.044176936988819,0.048501798752404124,2271.1869640163745,31.106643612928444,1.5,0.9540873530357142,3.751816927339705e-05,268.46246760788006,18.918197135107526,9.300801374981702,non-conductive
8.523691427638674,0.008540303016272167,1607.4419071823772,2.3722606541504634,2.0,0.20271659651068752,8.37856946377767e-05,381.14694135831166,16.63614263272272,5.021121553921586,non-conductive
7.654858750780937,0.09724613900279022,2965.889843240442,46.65763860950753,2.0,0.8081683109125392,4.7255864322330606e-05,326.1765857287891,18.1207073715361,5.247185988834175,non-conductive
